,series_id,event,step,score
38,fe90110788d2,onset,504977,0.9788046911696914
39,fe90110788d2,onset,505121,0.1729929321383371
40,fe90110788d2,onset,505373,0.0016616282002024836
41,fe90110788d2,wakeup,494945,3.18338521534667
42,fe90110788d2,wakeup,495077,0.018959620915041737
43,fe90110788d2,wakeup,495173,0.00620444207931673
44,fe90110788d2,wakeup,494777,0.007120721593908786
45,fe90110788d2,wakeup,494669,0.0016607360916652437
46,fe90110788d2,onset,488429,2.3914714067043907
47,fe90110788d2,onset,488345,0.10563323128466996
48,fe90110788d2,onset,488201,0.01263386482212472
49,fe90110788d2,wakeup,477617,1.3480420465990492
50,fe90110788d2,wakeup,477401,0.01560944106632235
51,fe90110788d2,wakeup,477269,0.0011749920868567364
52,fe90110788d2,wakeup,477173,0.0008441049332820467
53,fe90110788d2,wakeup,477089,0.0006850294127081516
54,fe90110788d2,onset,470561,0.9943300014309769
55,fe90110788d2,onset,470477,0.13026985644701972
56,fe90110788d2,onset,470633,0.11815043354885567
57,fe90110788d2,onset,470381,0.05047297122557057
58,fe90110788d2,onset,470153,0.0009252860946692215
59,fe90110788d2,onset,470057,0.0005931381674020167
60,fe90110788d2,wakeup,460013,1.9285148090598365
61,fe90110788d2,wakeup,460157,0.02399865572059989
62,fe90110788d2,wakeup,459857,0.016397365717838945
63,fe90110788d2,wakeup,459725,0.001986268933123216
64,fe90110788d2,wakeup,459617,0.0006531006343682164
65,fe90110788d2,onset,452693,0.18216951103325033
66,fe90110788d2,wakeup,442469,0.06761464816352782
67,fe90110788d2,wakeup,442601,0.017492331900161726
68,fe90110788d2,wakeup,442745,0.004672973446142243
69,fe90110788d2,wakeup,442349,0.0034109846222314904
70,fe90110788d2,onset,436517,2.279889734541259
71,fe90110788d2,onset,436769,0.008764805831848934
72,fe90110788d2,onset,436685,0.009402111812574152
73,fe90110788d2,onset,436361,0.0030179623909475555
74,fe90110788d2,wakeup,425009,0.05036074695619423
75,fe90110788d2,wakeup,424889,0.010419824127425467
76,fe90110788d2,wakeup,424805,0.002586515450184992
77,fe90110788d2,onset,418949,2.0127664218724206
78,fe90110788d2,onset,419213,0.010465220432793012
79,fe90110788d2,onset,418685,0.001075709058777128
80,fe90110788d2,onset,418613,0.0004565833893078625
81,fe90110788d2,wakeup,407909,1.6040404005260596
82,fe90110788d2,wakeup,408149,0.091735421484162
83,fe90110788d2,wakeup,408233,0.02264284624610703
84,fe90110788d2,wakeup,408017,0.020320282896606832
85,fe90110788d2,wakeup,407585,0.0006531919544871365
86,fe90110788d2,onset,401429,1.8539145760970275
87,fe90110788d2,onset,401333,0.1213152884217107
88,fe90110788d2,onset,401093,0.0011225700744428482
89,fe90110788d2,onset,401669,0.001361383120987356
90,fe90110788d2,wakeup,390869,2.3259108260374686
91,fe90110788d2,wakeup,390989,0.0871397718333769
92,fe90110788d2,wakeup,391097,0.006448973148025334
93,fe90110788d2,wakeup,390641,0.0027824777965199414
94,fe90110788d2,wakeup,390569,0.0007714705759462932
95,fe90110788d2,onset,383765,1.5887339607820776
96,fe90110788d2,onset,383897,0.19505094842970827
97,fe90110788d2,onset,384077,0.0017430437834408282
98,fe90110788d2,onset,383477,0.001076946826110368
99,fe90110788d2,wakeup,373229,2.2688607514311996
100,fe90110788d2,wakeup,373349,0.05276623417561831
101,fe90110788d2,wakeup,373493,0.012648285201976622
102,fe90110788d2,wakeup,373037,0.0038478515070461414
103,fe90110788d2,onset,365897,1.7260245273561157
104,fe90110788d2,onset,365669,0.001615659315196461
105,fe90110788d2,onset,366173,0.0009846771173847477
106,fe90110788d2,wakeup,356657,2.1806988673691294
107,fe90110788d2,wakeup,356885,0.03319635048266493
108,fe90110788d2,wakeup,356477,0.0032748089391353937
109,fe90110788d2,wakeup,357017,0.0007219514060829658
110,fe90110788d2,wakeup,356381,0.001202705778274605
111,fe90110788d2,wakeup,356309,0.0005517572019376403
112,fe90110788d2,onset,353141,0.03352043112063056
113,fe90110788d2,onset,353249,0.016573498731199045
114,fe90110788d2,onset,353069,0.011488692231212076
115,fe90110788d2,onset,353333,0.009123081544930535
116,fe90110788d2,onset,352997,0.007633244660658621
117,fe90110788d2,wakeup,338213,1.4542072887575477
118,fe90110788d2,wakeup,338081,0.04338764648886359
119,fe90110788d2,wakeup,338345,0.021073668461489243
120,fe90110788d2,wakeup,338441,0.01467900615942144
121,fe90110788d2,wakeup,338009,0.007914704566833129
122,fe90110788d2,wakeup,337937,0.0017964128753008588
123,fe90110788d2,onset,331517,1.7068375550089336
124,fe90110788d2,onset,331337,0.012990198658649397
125,fe90110788d2,onset,331265,0.004295841709344952
126,fe90110788d2,onset,331913,0.0010840645799874598
127,fe90110788d2,onset,331745,0.0019957542631853604
128,fe90110788d2,wakeup,317153,0.10929512829673951
129,fe90110788d2,wakeup,317057,0.0714723461407606
130,fe90110788d2,wakeup,317237,0.030808239017357762
131,fe90110788d2,wakeup,317369,0.01062914885766391
132,fe90110788d2,onset,313949,1.4320538480555838
133,fe90110788d2,onset,313805,0.01339370802506552
134,fe90110788d2,onset,313721,0.006093134732527258
135,fe90110788d2,wakeup,304277,1.9307138324087656
136,fe90110788d2,wakeup,304025,0.01401672197132376
137,fe90110788d2,wakeup,304457,0.01749676099388956
138,fe90110788d2,wakeup,304553,0.0035713364543381748
139,fe90110788d2,wakeup,304097,0.004005865552506054
140,fe90110788d2,onset,297197,1.2130890010376505
141,fe90110788d2,onset,297545,0.1656040069614273
142,fe90110788d2,wakeup,287141,2.220477865116881
143,fe90110788d2,wakeup,287273,0.025397284080453778
144,fe90110788d2,wakeup,287369,0.0115813823471675
145,fe90110788d2,wakeup,286961,0.00532249000383004
146,fe90110788d2,wakeup,286865,0.0014464288214334146
147,fe90110788d2,wakeup,287489,0.00048359410590141617
148,fe90110788d2,onset,280697,1.8723033480007192
149,fe90110788d2,onset,280841,0.10211797171089686
150,fe90110788d2,onset,280481,0.004265211548686965
151,fe90110788d2,wakeup,270089,2.498694634451684
152,fe90110788d2,wakeup,270257,0.016090954008735565
153,fe90110788d2,wakeup,269957,0.01782704200388765
154,fe90110788d2,wakeup,270365,0.0027339743625350013
155,fe90110788d2,wakeup,269837,0.0012715231457356112
156,fe90110788d2,wakeup,269729,0.0005260067087850211
157,fe90110788d2,onset,263897,2.462617942343345
158,fe90110788d2,onset,263705,0.011315038892194842
159,fe90110788d2,onset,263633,0.003296898603553777
160,fe90110788d2,wakeup,252665,2.3685299711918018
161,fe90110788d2,wakeup,252845,0.014328054725417705
162,fe90110788d2,wakeup,252929,0.003758109294396992
163,fe90110788d2,wakeup,252485,0.004383220216193954
164,fe90110788d2,wakeup,252389,0.0012768188746542957
165,fe90110788d2,onset,244889,1.45222628152442
166,fe90110788d2,onset,244805,0.1482908723358996
167,fe90110788d2,onset,245021,0.06071748499537043
168,fe90110788d2,onset,244601,0.0020512486630444252
169,fe90110788d2,onset,245177,0.0011774986756126914
170,fe90110788d2,wakeup,235337,1.9582045448342116
171,fe90110788d2,wakeup,235097,0.0850412062233243
172,fe90110788d2,wakeup,235469,0.020418681125795892
173,fe90110788d2,wakeup,235193,0.005566904421684403
174,fe90110788d2,wakeup,235613,0.0026465189673817234
175,fe90110788d2,wakeup,235721,0.000981671096679842
176,fe90110788d2,onset,229313,0.9774220415505457
177,fe90110788d2,onset,229169,0.24076637599315895
178,fe90110788d2,onset,228857,0.0005703096118976659
179,fe90110788d2,wakeup,217877,1.744254806460622
180,fe90110788d2,wakeup,218117,0.016732307318980667
181,fe90110788d2,wakeup,217985,0.017738109460625286
182,fe90110788d2,wakeup,217721,0.011724309203450068
183,fe90110788d2,wakeup,217613,0.002304356644975168
184,fe90110788d2,wakeup,218201,0.0006367366045707788
185,fe90110788d2,onset,210461,2.2805924136340465
186,fe90110788d2,onset,210329,0.028550280196369803
187,fe90110788d2,onset,210221,0.0034500779281783065
188,fe90110788d2,onset,210725,0.0011828009088046879
189,fe90110788d2,wakeup,201017,2.0454516469421478
190,fe90110788d2,wakeup,201245,0.05130186026686885
191,fe90110788d2,wakeup,201137,0.05982023239731915
192,fe90110788d2,wakeup,200765,0.0013681392044874324
193,fe90110788d2,onset,193637,2.1735400559129743
194,fe90110788d2,onset,193769,0.1439997013162107
195,fe90110788d2,wakeup,183137,2.368930189402986
196,fe90110788d2,wakeup,183269,0.03378859805748411
197,fe90110788d2,wakeup,183341,0.007195778119160254
198,fe90110788d2,wakeup,182969,0.009169065072303004
199,fe90110788d2,wakeup,182873,0.001050085943263621
200,fe90110788d2,onset,175685,1.690728813283675
201,fe90110788d2,onset,175889,0.014401119662618615
202,fe90110788d2,onset,175493,0.003796420363944501
203,fe90110788d2,onset,175421,0.001979397551592851
204,fe90110788d2,onset,176045,0.0006999384205426345
205,fe90110788d2,wakeup,165257,1.0856262810317152
206,fe90110788d2,wakeup,165485,0.05715938749219788
207,fe90110788d2,wakeup,165557,0.04327070697889685
208,fe90110788d2,wakeup,165353,0.04642268791081546
209,fe90110788d2,wakeup,165689,0.010423889134950085
210,fe90110788d2,onset,159269,2.185445535688321
211,fe90110788d2,onset,159101,0.06690104073197203
212,fe90110788d2,onset,159533,0.0008804619404585831
213,fe90110788d2,wakeup,149225,2.697216005444786
214,fe90110788d2,wakeup,149429,0.023680631309302064
215,fe90110788d2,wakeup,149081,0.016799192447259848
216,fe90110788d2,wakeup,149561,0.001175061646356544
217,fe90110788d2,wakeup,148985,0.001940459243033546
218,fe90110788d2,wakeup,148889,0.0005269974638611034
219,fe90110788d2,onset,142073,2.6460089707034258
220,fe90110788d2,onset,141893,0.003704375958917423
221,fe90110788d2,onset,142289,0.0013864737723340767
222,fe90110788d2,onset,142361,0.0007589520814465386
223,fe90110788d2,wakeup,132197,0.9147177186302099
224,fe90110788d2,wakeup,132017,0.0630725077382804
225,fe90110788d2,wakeup,131885,0.0272736311735845
226,fe90110788d2,wakeup,131717,0.021151762242361333
227,fe90110788d2,wakeup,131573,0.001752520661509626
228,fe90110788d2,onset,124553,2.596519636233418
229,fe90110788d2,onset,124313,0.009164308714741123
230,fe90110788d2,onset,124805,0.0009386875569860625
231,fe90110788d2,onset,124901,0.00041470546554567495
232,fe90110788d2,wakeup,113429,0.8008564114920496
233,fe90110788d2,wakeup,113297,0.15304243552193567
234,fe90110788d2,wakeup,113573,0.08442986064251147
235,fe90110788d2,wakeup,113657,0.02243148719469903
236,fe90110788d2,wakeup,113741,0.011818344437508399
237,fe90110788d2,wakeup,113117,0.0007563940888074937
238,fe90110788d2,onset,108065,2.4844206765184125
239,fe90110788d2,onset,107933,0.01341078642251484
240,fe90110788d2,onset,107825,0.00310091768958155
241,fe90110788d2,onset,108341,0.0012583166049463705
242,fe90110788d2,wakeup,95309,1.7544013832281158
243,fe90110788d2,wakeup,95429,0.01059097078406916
244,fe90110788d2,wakeup,95081,0.00537872801159171
245,fe90110788d2,wakeup,95597,0.0008016284814190804
246,fe90110788d2,wakeup,94973,0.0005399666137580155
247,fe90110788d2,onset,88985,0.796276199447862
248,fe90110788d2,onset,88817,0.1597155727423645
249,fe90110788d2,onset,89105,0.03603409184902673
250,fe90110788d2,wakeup,78869,2.253876172802396
251,fe90110788d2,wakeup,79061,0.05541169725003824
252,fe90110788d2,wakeup,79145,0.013575504636762352
253,fe90110788d2,wakeup,79229,0.002916896844156444
254,fe90110788d2,wakeup,78653,0.0035580130695938884
255,fe90110788d2,onset,72785,0.07718968505009369
256,fe90110788d2,onset,72917,0.0033855284861568163
257,fe90110788d2,onset,72605,0.0018565906851633893
258,fe90110788d2,onset,72533,0.0008229914546102515
259,fe90110788d2,onset,73085,0.0009433641628781276
260,fe90110788d2,wakeup,62825,1.7691950315044365
261,fe90110788d2,wakeup,62945,0.021157971916745618
262,fe90110788d2,wakeup,62669,0.01672247540773922
263,fe90110788d2,wakeup,63029,0.007076862873529463
264,fe90110788d2,wakeup,62585,0.002012742652524645
265,fe90110788d2,wakeup,62513,0.0009260983948972787
266,fe90110788d2,onset,54125,0.8882229629664758
267,fe90110788d2,onset,54269,0.0923918514235318
268,fe90110788d2,onset,53921,0.0014654217913369558
269,fe90110788d2,wakeup,42389,2.4344688176011937
270,fe90110788d2,wakeup,42209,0.005979586360191872
271,fe90110788d2,wakeup,42557,0.005656623845136382
272,fe90110788d2,onset,38069,1.8110784917047391
273,fe90110788d2,onset,37901,0.0061987312910013305
274,fe90110788d2,onset,38369,0.0010241230945883702
275,fe90110788d2,wakeup,27677,0.8613296921215393
276,fe90110788d2,wakeup,27845,0.175168957329395
277,fe90110788d2,wakeup,27749,0.1022697648172114
278,fe90110788d2,wakeup,27977,0.014793569412592297
279,fe90110788d2,wakeup,28193,0.0012598493453558663
280,fe90110788d2,onset,21041,2.6015552306629792
281,fe90110788d2,onset,21221,0.007986220777515058
282,fe90110788d2,onset,21305,0.0034866379484066717
283,fe90110788d2,onset,21401,0.000705892623594834
284,fe90110788d2,onset,20789,0.000999259263062905
285,fe90110788d2,onset,20717,0.0005232469677765203
286,fcca183903b7,wakeup,602141,3.2292931440354367
287,fcca183903b7,wakeup,602273,0.017922135186515486
288,fcca183903b7,wakeup,602489,0.0011141555076484406
289,fcca183903b7,wakeup,601781,0.0005396890968104174
290,fcca183903b7,onset,595361,1.593251504839176
291,fcca183903b7,onset,595433,0.32264140883454784
292,fcca183903b7,onset,595145,0.008479689972597371
293,fcca183903b7,onset,595037,0.0022732085158745138
294,fcca183903b7,wakeup,584045,2.3609578678408374
295,fcca183903b7,wakeup,583697,0.0065919106609640555
296,fcca183903b7,wakeup,583817,0.008031276553829507
297,fcca183903b7,wakeup,584285,0.0032434144079940895
298,fcca183903b7,onset,577349,2.665979369426984
299,fcca183903b7,onset,577205,0.009071623185058253
300,fcca183903b7,onset,577565,0.0037744799848230324
301,fcca183903b7,onset,577037,0.0012561047213202157
302,fcca183903b7,wakeup,565913,1.398327619603763
303,fcca183903b7,wakeup,565793,0.15832494523343854
304,fcca183903b7,wakeup,565613,0.013408670946367723
305,fcca183903b7,wakeup,565709,0.019541249739871643
306,fcca183903b7,wakeup,566057,0.01020509552940511
307,fcca183903b7,wakeup,566129,0.004232893513874785
308,fcca183903b7,onset,559781,2.300336910020093
309,fcca183903b7,onset,559517,0.008203874990243576
310,fcca183903b7,onset,559625,0.016452600067906786
311,fcca183903b7,onset,560057,0.006545719423421566
312,fcca183903b7,onset,559913,0.01610554456629041
313,fcca183903b7,onset,560129,0.001938872267368514
314,fcca183903b7,wakeup,549137,1.821256702437462
315,fcca183903b7,wakeup,548849,0.04625986126425684
316,fcca183903b7,wakeup,548957,0.013309374311452061
317,fcca183903b7,onset,542957,1.3969175908219644
318,fcca183903b7,onset,543065,0.126311646311
319,fcca183903b7,onset,542765,0.009514877830110714
320,fcca183903b7,onset,542693,0.003319828488434303
321,fcca183903b7,wakeup,532157,2.4057499590888436
322,fcca183903b7,wakeup,531977,0.006680458283938787
323,fcca183903b7,wakeup,531809,0.001406524393728636
324,fcca183903b7,wakeup,532505,0.0011253012006864616
325,fcca183903b7,wakeup,532337,0.001844309716755758
326,fcca183903b7,onset,525845,2.252487709179497
327,fcca183903b7,onset,525677,0.07139883156247559
328,fcca183903b7,onset,526001,0.012517840906295452
329,fcca183903b7,onset,525581,0.005538711067857416
330,fcca183903b7,onset,526133,0.0022610581126088244
331,fcca183903b7,onset,525509,0.0015711727330053656
332,fcca183903b7,wakeup,514085,2.2142583436942487
333,fcca183903b7,wakeup,513917,0.12087286377493733
334,fcca183903b7,wakeup,514433,0.0008847101299453159
335,fcca183903b7,onset,507929,2.398125238479621
336,fcca183903b7,onset,508073,0.04714831791648705
337,fcca183903b7,onset,507773,0.01874595646308987
338,fcca183903b7,onset,507677,0.002338523505545721
339,fcca183903b7,onset,508241,0.0013621929614791497
340,fcca183903b7,wakeup,495317,1.4458214683235089
341,fcca183903b7,wakeup,495437,0.007618024131137915
342,fcca183903b7,wakeup,495029,0.002706436442028768
343,fcca183903b7,wakeup,495557,0.0020499849854576486
344,fcca183903b7,onset,490553,0.6899706977825337
345,fcca183903b7,onset,490673,0.12023677226306076
346,fcca183903b7,onset,490457,0.1202053596971495
347,fcca183903b7,onset,490781,0.006691238296902807
348,fcca183903b7,onset,490877,0.0013403776434471866
349,fcca183903b7,onset,490217,0.0013192905390922553
350,fcca183903b7,wakeup,479441,2.8263024639059027
351,fcca183903b7,wakeup,479141,0.0022442082089962657
352,fcca183903b7,wakeup,479273,0.004807817285970962
353,fcca183903b7,wakeup,479789,0.0011552637011766397
354,fcca183903b7,wakeup,479705,0.0018454957886130914
355,fcca183903b7,onset,473357,2.338778808858156
356,fcca183903b7,onset,473225,0.034922226198082926
357,fcca183903b7,onset,473069,0.004612853455829804
358,fcca183903b7,onset,473525,0.00820337410612701
359,fcca183903b7,onset,473681,0.0010887233012653538
360,fcca183903b7,wakeup,462281,2.4387400981648164
361,fcca183903b7,wakeup,462629,0.0017950985169588357
362,fcca183903b7,onset,457133,0.024353196215639073
363,fcca183903b7,onset,457205,0.01724865378237565
364,fcca183903b7,onset,457061,0.016228146404958687
365,fcca183903b7,onset,456965,0.010993911085462764
366,fcca183903b7,onset,457289,0.009485317268835083
367,fcca183903b7,onset,457385,0.0024262118444515874
368,fcca183903b7,wakeup,445241,2.952589535224498
369,fcca183903b7,wakeup,445457,0.004065093237412785
370,fcca183903b7,wakeup,445529,0.002119196923201474
371,fcca183903b7,wakeup,444929,0.0011477145934734028
372,fcca183903b7,onset,439085,1.1869010967686673
373,fcca183903b7,onset,439157,0.20689070929279713
374,fcca183903b7,onset,439241,0.07440091739101784
375,fcca183903b7,onset,439313,0.036417895868307334
376,fcca183903b7,onset,438797,0.0030063909113291942
377,fcca183903b7,wakeup,428657,2.1499864826452497
378,fcca183903b7,wakeup,428525,0.0374585483186363
379,fcca183903b7,wakeup,428357,0.0030062580700713627
380,fcca183903b7,wakeup,428909,0.0031048923722849097
381,fcca183903b7,wakeup,428453,0.00347656313611846
382,fcca183903b7,onset,422405,2.4431773550863314
383,fcca183903b7,onset,422645,0.008138351292323603
384,fcca183903b7,onset,422105,0.0034444253514003932
385,fcca183903b7,onset,422549,0.006222795116431889
386,fcca183903b7,onset,422753,0.0012908777811065978
387,fcca183903b7,wakeup,410381,3.0093851561011173
388,fcca183903b7,wakeup,410717,0.0013602417347462544
389,fcca183903b7,wakeup,410177,0.001746362897256013
390,fcca183903b7,wakeup,410033,0.0006096141862844029
391,fcca183903b7,wakeup,410597,0.001349013070038753
392,fcca183903b7,onset,404189,1.6510954746115836
393,fcca183903b7,onset,404105,0.1974927718858698
394,fcca183903b7,onset,403961,0.009263448868955455
395,fcca183903b7,onset,404429,0.004249151632900085
396,fcca183903b7,onset,403889,0.0007604251854224583
397,fcca183903b7,wakeup,393329,3.2124217886720445
398,fcca183903b7,wakeup,393557,0.004488572508299657
399,fcca183903b7,wakeup,393689,0.0009615411895968734
400,fcca183903b7,wakeup,393005,0.000839301055935242
401,fcca183903b7,onset,386909,3.221448812290325
402,fcca183903b7,onset,386753,0.01239460446845535
403,fcca183903b7,onset,387161,0.0031683219274234405
404,fcca183903b7,onset,386645,0.001216940054287645
405,fcca183903b7,wakeup,375881,1.8827053380724437
406,fcca183903b7,wakeup,375701,0.06536421333226723
407,fcca183903b7,wakeup,376013,0.008528631737400025
408,fcca183903b7,wakeup,375557,0.002658315924395517
409,fcca183903b7,wakeup,376229,0.0014293654063772566
410,fcca183903b7,wakeup,376145,0.0015615816258670483
411,fcca183903b7,onset,369365,2.907662235888545
412,fcca183903b7,onset,369497,0.030544731457844136
413,fcca183903b7,onset,369173,0.012044370660325718
414,fcca183903b7,onset,369653,0.0018273266281361698
415,fcca183903b7,onset,369017,0.0006198573135635507
416,fcca183903b7,wakeup,358637,1.5263205899008903
417,fcca183903b7,wakeup,358733,0.2644583823050773
418,fcca183903b7,wakeup,358409,0.00627787657688043
419,fcca183903b7,wakeup,358949,0.0014820222086006018
420,fcca183903b7,wakeup,358301,0.001007868916210732
421,fcca183903b7,onset,352397,1.5542630838577522
422,fcca183903b7,onset,352637,0.04372008344627295
423,fcca183903b7,onset,352553,0.02347446641297478
424,fcca183903b7,onset,352205,0.0050069853507836845
425,fcca183903b7,onset,352013,0.001549808778550335
426,fcca183903b7,onset,352085,0.0013705025895618453
427,fcca183903b7,wakeup,342797,3.0257831920293605
428,fcca183903b7,wakeup,343121,0.0010145234579937736
429,fcca183903b7,wakeup,342977,0.0019595595433243127
430,fcca183903b7,onset,337817,2.3391565110072543
431,fcca183903b7,onset,337577,0.006878594460099526
432,fcca183903b7,onset,338033,0.004489826493078879
433,fcca183903b7,onset,338105,0.0009581591288248422
434,fcca183903b7,wakeup,323741,2.9962750506456333
435,fcca183903b7,wakeup,323957,0.006619600722727794
436,fcca183903b7,wakeup,324029,0.00425195490456429
437,fcca183903b7,wakeup,323417,0.0009998018641119764
438,fcca183903b7,onset,317885,2.66969438845636
439,fcca183903b7,onset,318125,0.005793018909789153
440,fcca183903b7,onset,317621,0.003562619762919002
441,fcca183903b7,wakeup,305681,3.0575534138108353
442,fcca183903b7,wakeup,305813,0.015138219538939488
443,fcca183903b7,wakeup,305537,0.00891886929548357
444,fcca183903b7,wakeup,306029,0.00048259801032815136
445,fcca183903b7,onset,300629,2.3330611001788553
446,fcca183903b7,onset,300377,0.007280723410330258
447,fcca183903b7,onset,300485,0.012951591304826652
448,fcca183903b7,onset,300917,0.0026327880587070605
449,fcca183903b7,onset,300845,0.0023560814933716156
450,fcca183903b7,wakeup,289433,3.442771261161769
451,fcca183903b7,wakeup,289781,0.0009859727951212508
452,fcca183903b7,wakeup,289697,0.0015412884216482164
453,fcca183903b7,onset,283277,1.293137292646628
454,fcca183903b7,onset,283373,0.11752206497985232
455,fcca183903b7,onset,283457,0.05648863171078983
456,fcca183903b7,onset,283145,0.02240294525679514
457,fcca183903b7,onset,283601,0.003681197986872239
458,fcca183903b7,onset,283049,0.004862004096833453
459,fcca183903b7,wakeup,272153,2.2720865547150892
460,fcca183903b7,wakeup,272273,0.06874676530264395
461,fcca183903b7,wakeup,271889,0.011342397214826848
462,fcca183903b7,wakeup,272357,0.00971295708455893
463,fcca183903b7,wakeup,271805,0.0010121039587632401
464,fcca183903b7,onset,265985,2.2628031613510453
465,fcca183903b7,onset,265853,0.07420481615588692
466,fcca183903b7,onset,265769,0.01388970957627574
467,fcca183903b7,onset,266189,0.004836138604764952
468,fcca183903b7,onset,266321,0.0012105091779433445
469,fcca183903b7,wakeup,255245,2.898112374623758
470,fcca183903b7,wakeup,254921,0.0016303733762944603
471,fcca183903b7,wakeup,255413,0.004775681270095644
472,fcca183903b7,onset,249485,2.4906200820270246
473,fcca183903b7,onset,249293,0.009270858513548284
474,fcca183903b7,onset,249761,0.002135819328017813
475,fcca183903b7,wakeup,237497,3.290362033847162
476,fcca183903b7,wakeup,237845,0.0011276669498248002
477,fcca183903b7,wakeup,237161,0.0005171256543893878
478,fcca183903b7,onset,231473,2.4593964894578004
479,fcca183903b7,onset,231557,0.1150676071960898
480,fcca183903b7,onset,231725,0.006447925466945693
481,fcca183903b7,onset,231113,0.0006248451531305735
482,fcca183903b7,onset,231245,0.0015657270497027912
483,fcca183903b7,wakeup,220457,2.6546368366625406
484,fcca183903b7,wakeup,220325,0.014546261486201298
485,fcca183903b7,wakeup,220697,0.003204783098796035
486,fcca183903b7,wakeup,220157,0.001944456704187365
487,fcca183903b7,onset,214013,2.8826630606717383
488,fcca183903b7,onset,213725,0.012763928023177946
489,fcca183903b7,onset,214181,0.015320619785240857
490,fcca183903b7,onset,213881,0.007608643881235847
491,fcca183903b7,onset,214301,0.00234634653982016
492,fcca183903b7,wakeup,203981,2.0165611728150603
493,fcca183903b7,wakeup,203789,0.014140819517202223
494,fcca183903b7,wakeup,203681,0.0023930623777362226
495,fcca183903b7,wakeup,204329,0.0013755089949970803
496,fcca183903b7,wakeup,204245,0.0010932662514005738
497,fcca183903b7,onset,198041,1.4654330551561265
498,fcca183903b7,onset,197909,0.15363345784470936
499,fcca183903b7,onset,197813,0.012426215642351222
500,fcca183903b7,onset,198173,0.007915044029703236
501,fcca183903b7,onset,197621,0.0006468705708421322
502,fcca183903b7,wakeup,186209,2.6629678194842246
503,fcca183903b7,wakeup,185897,0.007050177307761964
504,fcca183903b7,wakeup,186077,0.020187022654543415
505,fcca183903b7,wakeup,186413,0.005246951261849457
506,fcca183903b7,wakeup,186509,0.0022988329879213044
507,fcca183903b7,onset,180365,2.4612922835828126
508,fcca183903b7,onset,180521,0.04457192273539975
509,fcca183903b7,onset,180641,0.006161533004338681
510,fcca183903b7,onset,180077,0.00295271237600329
511,fcca183903b7,onset,180713,0.0017371687632550547
512,fcca183903b7,onset,180209,0.0029628047617247483
513,fcca183903b7,wakeup,169097,2.9983804053009826
514,fcca183903b7,wakeup,168929,0.009006022141288279
515,fcca183903b7,wakeup,168761,0.001723265864165012
516,fcca183903b7,wakeup,169409,0.0013187342675017096
517,fcca183903b7,wakeup,169337,0.00237564338315826
518,fcca183903b7,onset,162629,0.8627956378342454
519,fcca183903b7,onset,162497,0.17951608726809323
520,fcca183903b7,onset,162785,0.015516752364628215
521,fcca183903b7,onset,162869,0.005521841291724487
522,fcca183903b7,onset,162317,0.005190708244576658
523,fcca183903b7,onset,162197,0.0008209921689068353
524,fcca183903b7,wakeup,151193,2.7012223053000177
525,fcca183903b7,wakeup,151061,0.04110461861882391
526,fcca183903b7,wakeup,150977,0.005410559145208013
527,fcca183903b7,wakeup,150881,0.001799013417978284
528,fcca183903b7,wakeup,151541,0.0011551742623376515
529,fcca183903b7,wakeup,151373,0.003244917316692259
530,fcca183903b7,onset,145061,2.2304770210881157
531,fcca183903b7,onset,145181,0.06658075058514587
